Turbulence Experiments,Starting Altitude (AGL),Wind Layer Altitude,Wind Direction,Wind Speed,Turbulence,Thermal Rate,Thermal Percent,Thermal Altitude,Cognitive Delay,initial_GndSpd(kts), starting_distance(nm)
0,1000,0,179,0,1,0,0,15000,0.05,80,3
